Wet/Dry,Model,nse,perc_bias,alpha_nse,beta_nse,r,fhv,fms,flv
Wet,HMS,0.32278217460486835,-0.27439252119427177,0.8303512256870824,-0.2975876091277578,0.6628663170819048,-23.018310644682373,15.268212675307643,45.028610470173454
Wet,LSTM,0.5091961267091798,-0.41675088958686146,0.5674394116292286,-0.4519798874044873,0.9124052806135234,-43.15980073525369,-7.5848740818349025,-22.327205684051304
Wet,HMS_LSTM,0.7592221427143029,-0.2594839811980387,0.7581446736324586,-0.2814188128582583,0.9320134311114533,-25.40075439306223,-2.9646672568379517,15.341985244258735
Dry,HMS,0.022040797277344204,0.5086714039764157,1.3293234663085822,0.45824264110057417,0.7519343651663078,42.041240172081295,-30.22344098217904,91.16278473972646
Dry,LSTM,0.34101683105372427,0.7795943079082944,1.0784345240705027,0.7023067383977308,0.9260055033388298,15.698767556742327,-50.23909410658344,85.11383596325058
Dry,HMS_LSTM,0.6831142225831621,0.4415948383172361,1.237568625787314,0.3978159248288575,0.9587136368514857,28.09735139445187,-18.941953683784433,-193.91324383634492
